date_only,bidder_name,pub_name,pub_id,endpoint,pub_type,device_type,auctions,impressions,spend
2025-02-10,Beeswax,MyFeature,491580,ADD NEW EXCHANGES HERE - FILL FUZZY,exchange,APP,5145,5145,6.93
2025-02-10,Krush Media,Eskimi,502284,Mobile App Intermediaries - Tree,exchange,APP,551,551,0.76
2025-02-10,Krush Media,SpringServe,391309,CTV - ADD NEW EXCHANGES HERE TREE FUZZ,exchange,CTV,23743,23743,151.33
2025-02-10,Beeswax,MobileFuse,452742,MobileApp Indirect - NEW Bundle Only Fill TREE,exchange,APP,4875,4875,5.86
2025-02-10,Simpli.fi,Rhebus.works,512908,RPM Throttle Bucket - TREE SPLINE,exchange,APP,4367,4367,6.62
2025-02-10,Edge226,TriCoast 3P,518134,SSP (Dauup) CTV EP - Exchanges,exchange,CTV,2977,2977,35.55
2025-02-10,RTB House,GrowinTech,513831,High Rev Exchanges - Tree Bid Rate,exchange,APP,69,69,0.09
2025-02-10,Beeswax,"VRTCAL Markets, Inc.",522431,MobileApp Indirect - NEW Bundle Only Fill TREE,exchange,APP,2716,2716,3.07
2025-02-10,DV360,TaurusX,530498,ADD NEW EXCHANGES HERE - TREE HUG FUZZ AUTOTUNE,exchange,APP,487,487,6.06
2025-02-10,PulsePoint,My-Cast App,512006,In-App Exchange (Life Demand),exchange,APP,4033,4033,14.73
2025-02-10,Simpli.fi,"VRTCAL Markets, Inc.",522431,CTV Exchanges Banner & Video,exchange,CTV,458,458,2.75
2025-02-10,Simpli.fi,Distroscale,426477,CTV Exchanges Banner & Video,exchange,CTV,107,107,0.75
2025-02-10,UnrulyX,Weatherbug,489654,Direct Mobile In-App - TREE,exchange,APP,3829,3829,2.73
2025-02-10,Motorik,Anzu,524160,ADD NEW EXCHANGES HERE - Sequoia,exchange,APP,1597,1597,0.32
2025-02-10,Krush Media,Videoheroes,483304,Mobile App Intermediaries - Tree,exchange,APP,601,601,0.47
2025-02-10,Simpli.fi,Ookla,235106,Lower Volume - No Shaping,exchange,APP,208,208,0.35
2025-02-10,BidSwitch,Admix,380632,ADD NEW EXCHANGES HERE - TREE FUZZY,exchange,APP,856,856,0.87
2025-02-10,Motorik,Iion,270673,EU Intermediaries Bucket 1,exchange,APP,614,614,0.06
2025-02-10,Edge226,TVIQ CTV,506164,SSP (Dauup) CTV EP - Exchanges,exchange,CTV,1300,1300,13.03
2025-02-10,BidSwitch,Smartivi,480816,ADD NEW EXCHANGES HERE - TREE FUZZY,exchange,APP,134,134,0.33
2025-02-10,Beeswax,GrowinTech,513831,ADD NEW EXCHANGES HERE - FILL FUZZY,exchange,APP,1372,1372,1.61
2025-02-10,RTB House,InMobi,502742,ADD NEW EXCHANGES HERE - Tree,exchange,APP,424,424,2.08
2025-02-10,Beeswax,OrkaTV,504676,Intermediaries RPM - TREE FUZZ,exchange,CTV,539,539,7.05
2025-02-10,DV360,From The Top,487750,ADD NEW EXCHANGES HERE - TREE HUG FUZZ AUTOTUNE,exchange,APP,226,226,0.49
2025-02-10,Centro,Mediaverse,535224,ADD NEW EXCHANGES HERE - TREE,exchange,APP,72,72,0.1
2025-02-10,RTB House,Consumable,248396,ADD NEW EXCHANGES HERE - Tree,exchange,APP,172,172,1.61
2025-02-10,Centro,IQZone,456186,ADD NEW EXCHANGES HERE - TREE,exchange,APP,235,235,0.41
2025-02-10,Centro,Ex.Co,241560,ADD NEW EXCHANGES HERE - TREE,exchange,CTV,151,151,0.79
2025-02-10,Epsilon,Glewed.tv,465025,Epilson Aigned Exchanges - Sequoia,exchange,CTV,180,180,2.52
2025-02-10,DV360,BidInfluence LTD,467506,ADD NEW EXCHANGES HERE - TREE HUG FUZZ AUTOTUNE,exchange,APP,71,71,0.24
2025-02-10,Krush Media,Appbroda,489954,Mobile App - ADD NEW EXCHANGES HERE - Tree RPM,exchange,APP,84,84,0.08
2025-02-10,MediaForce,zMaticoo,517272,ADD NEW EXCHANGES HERE,exchange,APP,153,153,0.06
2025-02-10,Krush Media,Consumable,248396,Mobile App Intermediaries - Tree,exchange,APP,22,22,0.07
2025-02-10,Beeswax,The Big Red,478097,ADD NEW EXCHANGES HERE - FILL FUZZY,exchange,APP,201,201,0.88
2025-02-10,UnrulyX,AdInMo,515838,UnrulyX Mobile In App - TREE,exchange,APP,178,178,0.21
2025-02-10,BidSwitch,Bold Collective,478047,Low Volume - No Throttle,exchange,CTV,21,21,0.25
2025-02-10,Krush Media,"Origin Media, Inc",518865,CTV - ADD NEW EXCHANGES HERE TREE FUZZ,exchange,CTV,187,187,1.35
2025-02-10,Epom Services,Trebel.io,521904,ADD NEW EXCHANGES HERE,exchange,APP,29,29,0.0
2025-02-10,DV360,Germane Media,509119,ADD NEW EXCHANGES HERE - TREE HUG FUZZ AUTOTUNE,exchange,DESKTOP,63,63,0.4
2025-02-10,Krush Media,TriCoast,514147,CTV - ADD NEW EXCHANGES HERE TREE FUZZ,exchange,CTV,62,62,0.83
2025-02-10,Centro,Bidfuse,533787,ADD NEW EXCHANGES HERE - TREE,exchange,APP,67,67,0.22
2025-02-10,Beeswax,Vuukle,246770,Intermediaries RPM - TREE FUZZ,exchange,CTV,115,115,1.27
2025-02-10,DV360,Adman Media,417620,ADD NEW EXCHANGES HERE - TREE HUG FUZZ AUTOTUNE,exchange,APP,60,60,0.08
2025-02-10,Krush Media,Luna Media,367217,Mobile App Intermediaries - Tree,exchange,APP,87,87,0.31
2025-02-10,DV360,Adapex,259022,ADD NEW EXCHANGES HERE - TREE HUG FUZZ AUTOTUNE,exchange,APP,14,14,0.01
2025-02-10,Krush Media,MyFeature,491580,Mobile App Intermediaries - Tree,exchange,APP,80,80,0.11
2025-02-10,Krush Media,Amazon UAM,375328,Mobile App Intermediaries - Tree,exchange,APP,157,157,0.2
2025-02-10,Krush Media,Appbroda,489954,Mobile App Intermediaries - Tree,exchange,APP,119,119,0.11
2025-02-10,Centro,Ex.Co,241560,ADD NEW EXCHANGES HERE - TREE,exchange,APP,15,15,0.05
2025-02-10,Edge226,MetaX,515843,CTV Exchanges (Edge Direct EP),exchange,CTV,86,86,1.62
2025-02-10,Krush Media,Consumable,248396,CTV - ADD NEW EXCHANGES HERE TREE FUZZ,exchange,CTV,6,6,0.08
2025-02-10,DV360,Weatherbug,489654,NIMBUS Mobile In-App No Throttle,exchange,APP,32,32,0.03
2025-02-10,Centro,FloSportsTV,266548,Low Volume - Sequoia,exchange,APP,22,22,0.2
2025-02-10,Beeswax,Smaato InAPP,512156,MobileApp Indirect - NEW Bundle Only Fill TREE,exchange,DESKTOP,24,24,0.02
2025-02-10,BidSwitch,Between Digital,273644,ADD NEW EXCHANGES HERE - TREE FUZZY,exchange,APP,7,7,0.01
2025-02-10,Opera Bidder,SpringServe,391309,CTV - ANY BID TREE,exchange,CTV,16,16,0.12
2025-02-10,Edge226,VGI CTV,509976,CTV Exchanges (Edge Direct EP),exchange,CTV,4,4,0.04
2025-02-10,RTB House,Smartivi,480816,ADD NEW EXCHANGES HERE - Tree,exchange,CTV,4,4,0.24
2025-02-10,Xandr,TriCoast 3P,518134,High Rev CTV - TREE,exchange,APP,4,4,0.07
2025-02-10,Beeswax,Aloha Ads,523648,ADD NEW EXCHANGES HERE - FILL FUZZY,exchange,CTV,3,3,0.01
2025-02-10,Beeswax,TVIQ CTV,506164,Intermediaries RPM - TREE FUZZ,exchange,APP,4,4,0.04
2025-02-10,RTB House,Consumable,248396,ADD NEW EXCHANGES HERE - Tree,exchange,CTV,2,2,0.01
2025-02-10,BidSwitch,Onomagic,267257,ADD NEW EXCHANGES HERE - TREE FUZZY,exchange,CTV,1,1,0.0
2025-02-10,Krush Media,TMH Technology,499430,CTV - ADD NEW EXCHANGES HERE TREE,exchange,CTV,3,3,0.05
2025-02-10,Simpli.fi,Epsilon/Conversant,411121,RPM Throttle Bucket - TREE SPLINE,exchange,OTHER,3,3,0.0
2025-02-10,Beeswax,Anzu,524160,ADD NEW EXCHANGES HERE - FILL FUZZY SPLINE,exchange,DESKTOP,1,1,0.0
2025-02-10,Motorik,Verve Mobile,501545,Intermediaries Bucket 1 - Sequoia,exchange,APP,227599,227599,74.26
2025-02-10,Simpli.fi,Verve Mobile,501545,RPM Throttle Bucket - TREE SPLINE,exchange,APP,419258,419258,614.9
2025-02-10,DV360,Amazon UAM,375328,New Shaping - TREE,exchange,APP,337779,337779,69.81
2025-02-10,Magnite,Thunder Monetize,500520,Intermediaries Bucket 1 - Sequoia,exchange,APP,1516388,1516388,2089.65
2025-02-10,Beeswax,Applovin,516975,MobileApp Indirect - NEW Bundle Only Fill TREE,exchange,APP,1028165,1028165,546.26
2025-02-10,Xandr,TopOnAds,528054,Mobile In-App Bucket 1 TREE - US West,exchange,APP,185754,185754,58.7
2025-02-10,Xandr,IQZone,456186,Mobile In-App Bucket 1 TREE,exchange,APP,4086,4086,5.4
2025-02-10,Centro,My-Cast App,512006,Mobile App Bucket 1 - TREE,exchange,APP,26283,26283,70.51
2025-02-10,BidSwitch,Playdigo,489963,Intermediaries - Sequoia,exchange,APP,294417,294417,195.81
2025-02-10,BidSwitch,Safe Exchange,488676,Low Volume - No Throttle,exchange,CTV,67921,67921,874.49
2025-02-10,Simpli.fi,TaurusX,530498,ADD NEW EXCHANGES HERE - NEW TREE,exchange,APP,270733,270733,420.53
2025-02-10,Centro,TopOnAds,528054,US West Test,exchange,APP,27291,27291,39.06
2025-02-10,Beeswax,Admix,380632,ADD NEW EXCHANGES HERE - FILL FUZZY SPLINE,exchange,APP,134353,134353,16.64
2025-02-10,UnrulyX,"VRTCAL Markets, Inc.",522431,UnrulyX Mobile In App - TREE,exchange,APP,38965,38965,12.43
2025-02-10,Simpli.fi,SpringServe,391309,CTV Exchanges Banner & Video,exchange,CTV,12434,12434,86.51
2025-02-10,BidSwitch,InMobi,502742,Intermediaries - Sequoia,exchange,APP,36770,36770,37.67
2025-02-10,Simpli.fi,Amazon UAM,375328,Simplifi - Weast,exchange,APP,16634,16634,24.81
2025-02-10,Simpli.fi,MobileFuse,452742,RPM Throttle Bucket - TREE,exchange,APP,22937,22937,36.71
2025-02-10,Simpli.fi,Ad Element,472844,RPM Throttle Bucket - TREE,exchange,APP,2622,2622,6.55
2025-02-10,Edge226,Cinepulse Reseller,533266,CTV Exchanges (Edge Direct EP),exchange,CTV,10842,10842,97.25
2025-02-10,UnrulyX,ProgrammaticX,516513,UnrulyX Mobile In App - TREE,exchange,APP,1941,1941,1.54
2025-02-10,OpenX,IQZone,456186,Indirect Mobile App - Sequoia RPM,exchange,APP,50710,50710,9.32
2025-02-10,Simpli.fi,Added TV,510710,CTV Exchanges Banner & Video,exchange,CTV,1966,1966,18.44
2025-02-10,Magnite,Videoheroes,483304, Intermediaries Bucket 1 - Sequoia SPLINE,exchange,APP,16741,16741,6.61
2025-02-10,Epom Services,InMobi,502742,ADD NEW EXCHANGES HERE,exchange,APP,1107,1107,0.41
2025-02-10,Simpli.fi,Videoheroes,483304,RPM Throttle Bucket - TREE,exchange,APP,3317,3317,5.21
2025-02-10,Simpli.fi,Engage Media TV,530626,CTV Exchanges Banner & Video,exchange,CTV,4262,4262,40.83
2025-02-10,Centro,Admix,380632,ADD NEW EXCHANGES HERE - TREE,exchange,APP,1024,1024,1.24
2025-02-10,TaurusX,Barstool Sports,241659,Exchange Mobile App,exchange,APP,1206,1206,0.91
2025-02-10,DV360,Twist Digital,271355,ADD NEW EXCHANGES HERE - TREE HUG FUZZ AUTOTUNE,exchange,APP,218,218,0.79
2025-02-10,BidSwitch,Smrt Connect,519447,Intermediaries 2 - Sequoia,exchange,APP,7235,7235,12.32
2025-02-10,OpenX,MobileFuse,452742,Indirect Mobile App - Sequoia RPM,exchange,APP,3418,3418,1.33
2025-02-10,Xandr,Ad Element,472844,Mobile In-App Bucket 1 TREE,exchange,APP,3736,3736,8.34
2025-02-10,Centro,Appstock,443297,Mobile App Bucket 1 - TREE SPLINE,exchange,APP,2625,2625,3.85
2025-02-10,BidSwitch,Opera,465542,US West Test,exchange,APP,2583,2583,2.51
2025-02-10,Beeswax,Appush,514816,ADD NEW EXCHANGES HERE - FILL FUZZY,exchange,APP,93,93,0.32
2025-02-10,UnrulyX,Merriam Webster,83744,Direct Mobile In-App - TREE,exchange,APP,1207,1207,0.88
2025-02-10,Centro,Opera,465542,ADD NEW EXCHANGES HERE - TREE,exchange,APP,784,784,2.18
2025-02-10,Epom Services,Adman Media,417620,ADD NEW EXCHANGES HERE,exchange,APP,1342,1342,0.8
2025-02-10,Epom Services,Playdigo,489963,ADD NEW EXCHANGES HERE,exchange,APP,2032,2032,0.92
2025-02-10,RTB House,ProgrammaticX,516513,ADD NEW EXCHANGES HERE - Tree,exchange,APP,4673,4673,10.79
2025-02-10,Edge226,Ad Element,472844,New Exchanges Here TREE,exchange,APP,10433,10433,19.02
2025-02-10,Beeswax,Glewed.tv,465025,Intermediaries RPM - TREE FUZZ,exchange,APP,13,13,0.17
2025-02-10,UnrulyX,Epsilon/Conversant,411121,UnrulyX Mobile In App - TREE,exchange,APP,371,371,0.34
2025-02-10,Beeswax,Tappa,476784,DIRECT InApp - TREE Clears,exchange,APP,1414,1414,0.43
2025-02-10,DV360,ProgrammaticX,516513,DV360 US-West MVP,exchange,APP,740,740,1.04
2025-02-10,Epom Services,Castify,516852,ADD NEW EXCHANGES HERE,exchange,APP,80,80,0.01
2025-02-10,Epsilon,Amazon UAM,375328,Epilson Aigned Exchanges - Sequoia,exchange,CTV,48,48,0.73
2025-02-10,Motorik,The Brave,273050,EU Intermediaries Bucket 1,exchange,APP,197,197,0.09
2025-02-10,Beeswax,Adnuro,520578,ADD NEW EXCHANGES HERE - FILL FUZZY,exchange,APP,482,482,0.46
2025-02-10,DV360,Voise Tech Ltd,511365,New Shaping - TREE,exchange,CTV,143,143,1.75
2025-02-10,DV360,VGI CTV,509976,ADD NEW EXCHANGES HERE - TREE HUG FUZZ AUTOTUNE,exchange,CTV,678,678,24.2
2025-02-10,BidSwitch,FomoTV,533145,ADD NEW EXCHANGES HERE - TREE FUZZY,exchange,APP,76,76,0.67
2025-02-10,Madhive,FloSportsTV,266548,Exchanges - Disabled Shaping,exchange,CTV,32,32,0.33
2025-02-10,Xandr,Rhebus.works,512908,Mobile In-App Bucket 1 TREE,exchange,APP,180,180,0.11
2025-02-10,Xandr,Epsilon/Conversant,411121,Mobile In-App Bucket 1 TREE,exchange,APP,37,37,0.05
2025-02-10,RTB House,Iion,270673,ADD NEW EXCHANGES HERE - Tree,exchange,DESKTOP,7,7,0.0
2025-02-10,Centro,Indicue ,529739,ADD NEW EXCHANGES HERE - TREE,exchange,CTV,20,20,0.3
2025-02-10,Opera Bidder,MyFeature,491580,ADD NEW EXCHANGES HERE - TREE,exchange,APP,4,4,0.02
2025-02-10,Epsilon,Bold Collective,478047,Epilson Aigned Exchanges - Sequoia,exchange,CTV,86,86,1.09
2025-02-10,Equativ,TVM,476313,Exchanges - CTV Only,exchange,CTV,21,21,0.17
2025-02-10,Beeswax,PGAM Media,402418,ADD NEW EXCHANGES HERE - FILL FUZZY,exchange,APP,39,39,0.16
2025-02-10,BidSwitch,Rhebus.works,512908,US West Test,exchange,APP,114,114,0.25
2025-02-10,Beeswax,Adapex,259022,ADD NEW EXCHANGES HERE - FILL FUZZY SPLINE,exchange,APP,53,53,0.1
2025-02-10,Beeswax,Siprocol,522014,Intermediaries RPM - TREE FUZZ,exchange,CTV,23,23,0.23
2025-02-10,Beeswax,"Disqus, Inc.",279534,ADD NEW EXCHANGES HERE - FILL FUZZY SPLINE,exchange,CTV,2,2,0.01
2025-02-10,UnrulyX,Safe Exchange,488676,UnrulyX Mobile In App - TREE - US West,exchange,APP,17,17,0.2
2025-02-10,Opera Bidder,Twist Digital,271355,ADD NEW EXCHANGES HERE - TREE,exchange,APP,88,88,0.19
2025-02-10,Beeswax,Mobupps,518574,ADD NEW EXCHANGES HERE - FILL FUZZY SPLINE,exchange,APP,83,83,0.11
2025-02-10,Madhive,Spanish Dictionary,233909,Exchanges - Disabled Shaping,exchange,APP,6,6,0.01
2025-02-10,Magnite,Mobupps,518574,Intermediaries Bucket 1 - Sequoia,exchange,APP,45,45,0.06
2025-02-10,Xandr,Smaato InAPP,512156,Mobile In-App Bucket 1 TREE,exchange,CTV,14,14,0.01
2025-02-10,DV360,Voise Tech Ltd,511365,ADD NEW EXCHANGES HERE - TREE HUG FUZZ AUTOTUNE,exchange,CTV,8,8,0.08
2025-02-10,Centro,Gitberry,484691,ADD NEW EXCHANGES HERE - TREE,exchange,APP,9,9,0.01
2025-02-10,Epsilon,Siprocol,522014,Epilson Aigned Exchanges - Sequoia,exchange,CTV,5,5,0.1
2025-02-10,DV360,TriCoast,514147,ADD NEW EXCHANGES HERE - TREE HUG FUZZ AUTOTUNE,exchange,CTV,1,1,0.01
2025-02-10,BidSwitch,Videoheroes,483304,Intermediaries - Sequoia,exchange,CTV,1,1,0.01
2025-02-10,Krush Media,TMH Technology,499430,CTV - ADD NEW EXCHANGES HERE TREE FUZZ,exchange,CTV,2,2,0.03
2025-02-10,Simpli.fi,Epsilon/Conversant,411121,CTV Exchanges Banner & Video,exchange,CTV,5,5,0.01
2025-02-10,Krush Media,Twist Digital,271355,Mobile App - ADD NEW EXCHANGES HERE - Tree RPM,exchange,APP,6,6,0.01
2025-02-10,Simpli.fi,The Brave,273050,CTV Exchanges Banner & Video,exchange,CTV,11,11,0.19
2025-02-10,PubMatic UK,Merriam Webster,83744,Mobile App EU,exchange,APP,2,2,0.0
2025-02-10,Simpli.fi,Elixir Holding Inc.,481808,CTV Exchanges Banner & Video,exchange,CTV,1,1,0.0
2025-02-10,MediaForce,Gitberry,484691,ADD NEW EXCHANGES HERE,exchange,APP,2,2,0.0
2025-02-10,Epom Services,Aceex,289960,ADD NEW EXCHANGES HERE,exchange,APP,4,4,0.01
2025-02-10,BidSwitch,Germane Media,509119,ADD NEW EXCHANGES HERE - TREE FUZZY,exchange,DESKTOP,1,1,0.02
2025-02-10,Edge226,From The Top,487750,CTV Exchanges (Edge Direct EP),exchange,CTV,1,1,0.0
2025-02-10,Krush Media,Audiomack,483396,Mobile App Intermediaries - Tree,exchange,APP,1,1,0.0
2025-02-10,PubMatic,"Vizio, Inc.",472819,SOVRN Direct - No Shaping,publisher,CTV,1372,1372,24.15
2025-02-10,Epom Services,Dailymail Prebid,257541,SOVRN Direct All,publisher,APP,55970,55970,14.39
2025-02-10,Edge226,Mycast,512006,SSP (Dauup) IA EP - Publishers,publisher,APP,107316,107316,237.9
2025-02-10,Magnite,DailyMail Online,99835,TAM DIRECT - Mobile In-App - TREE,publisher,APP,3038,3038,1.58
2025-02-10,Opera Bidder,Fox News,492131,High Prio ISO,publisher,APP,10779,10779,9.88
2025-02-10,Simpli.fi,Mycast,512006,SOVRN Direct All - Sequoia,publisher,APP,113577,113577,192.38
2025-02-10,BidSwitch,Funcorp,413865,SOVRN Direct - TREE,publisher,APP,11514,11514,12.18
2025-02-10,Krush Media,Funcorp,413865,TTL Test - In-App Banner,publisher,APP,933,933,0.54
2025-02-10,Xandr,47 Samurai,448926,SOVRN Direct - All - Sequoia,publisher,CTV,15760,15760,78.21
2025-02-10,Centro,OnCore Digitial Inc.,253233,Centro - West In East,publisher,CTV,11702,11702,50.85
2025-02-10,BidSwitch,Multimerica Media,512220,SOVRN Direct - TREE,publisher,CTV,29585,29585,303.1
2025-02-10,Magnite,SayGames LTD,524460,TAM DIRECT - Mobile In-App - TREE,publisher,APP,13788,13788,2.14
2025-02-10,DV360,47 Samurai,448926,SOVRN Direct CTV - Sequoia FUZZY,publisher,CTV,22335,22335,86.2
2025-02-10,Centro,Paramount,205858,Centro - West In East,publisher,APP,1009,1009,3.87
2025-02-10,Beeswax,SportX,512157,SOVRN Direct - All CTV - RPM,publisher,CTV,214,214,3.02
2025-02-10,Centro,Funtech,506272,SOVRN Direct - TREE,publisher,APP,3080,3080,4.18
2025-02-10,The Trade Desk,Barstool Sports,241659,SOVRN - Direct Pubs - No Throttle,publisher,APP,528,528,0.7
2025-02-10,Centro,Tvisionary,501771,Centro - West In East,publisher,APP,733,733,2.45
2025-02-10,Opera Bidder,Mycast,512006,SOVRN Direct - Mobile App TREE,publisher,APP,517,517,0.87
2025-02-10,Beeswax,The Brave,273050,SOVRN Direct - All Mobile - Fillrate,publisher,APP,12087,12087,10.9
2025-02-10,Madhive,Weatherbug TAM,513394,SOVRN Direct ALLOWLIST - Disable Throttle,publisher,APP,901,901,0.96
2025-02-10,Equativ,Weatherbug TAM,513394,In-App Direct TREE,publisher,APP,893,893,1.64
2025-02-10,Epom Services,Aloha-ads,523648,SOVRN Direct All,publisher,APP,131,131,0.09
2025-02-10,UnrulyX,Tegna,257772,SOVRN - Direct All - TREE,publisher,APP,547,547,0.53
2025-02-10,PubMatic,TVM,476313,SOVRN Direct - No Shaping,publisher,CTV,379,379,2.72
2025-02-10,Centro,Syncbak,466272,SOVRN Direct - TREE,publisher,APP,540,540,4.66
2025-02-10,OpenX,Dailymail Prebid,257541,SOVRN Direct Mobile App - Sequoia,publisher,APP,1431,1431,0.57
2025-02-10,TaurusX,Aloha-ads,523648,Mobile App - Tree,publisher,APP,140,140,0.15
2025-02-10,Centro,Gimica,528455,Centro - West In East,publisher,APP,1470,1470,2.17
2025-02-10,Krush Media,SayGames LTD,524460,TTL Test - In-App Banner,publisher,APP,2966,2966,2.7
2025-02-10,DV360,Motorik,533827,SOVRN Direct Non-CTV - No Throttle,publisher,APP,228,228,0.11
2025-02-10,Epom Services,Funcorp,413865,SOVRN Direct All,publisher,APP,844,844,0.22
2025-02-10,Edge226,DailyMail Online,99835,SSP (Dauup) IA EP - Publishers,publisher,APP,451,451,0.59
2025-02-10,The Trade Desk,Haystack TV,470630,SOVRN - Direct Pubs - No Throttle,publisher,CTV,490,490,9.28
2025-02-10,Simpli.fi,Syncbak,466272,High Prio ISO,publisher,APP,282,282,2.15
2025-02-10,DV360,OnCore Digitial Inc.,253233,SOVRN Direct CTV - Sequoia FUZZY,publisher,CTV,232,232,4.0
2025-02-10,Edge226,Rural Media Group,521908,CTV Direct (Edge Direct EP),publisher,CTV,56,56,0.56
2025-02-10,Xandr,Microsoft Casual Games,475391,SOVRN Direct - All - Sequoia,publisher,APP,270,270,0.1
2025-02-10,Beeswax,GateHouse Media,293450,SOVRN Direct - All TREE,publisher,APP,93,93,0.16
2025-02-10,Xandr,Nexstar Media Group,262877,SOVRN Direct - All - Sequoia,publisher,APP,64,64,0.06
2025-02-10,PubMatic,A+E Networks,504679,SOVRN Direct - No Shaping,publisher,CTV,299,299,6.54
2025-02-10,Centro,Wurl,470485,ADD NEW PUBLISHERS HERE - TREE,publisher,CTV,125,125,2.27
2025-02-10,Madhive,Trusted Media Brands,515314,SOVRN Direct ALLOWLIST - Disable Throttle,publisher,CTV,153,153,1.01
2025-02-10,Krush Media,Tegna,257772,TTL Test - In-App Banner,publisher,APP,211,211,0.33
2025-02-10,BidSwitch,Rural Media Group,521908,SOVRN - High Priority,publisher,CTV,31,31,0.35
2025-02-10,PulsePoint,SayGames LTD,524460,In-App Direct (Life Demand),publisher,APP,49,49,0.09
2025-02-10,BidSwitch,GateHouse Media,293450,SOVRN - High Priority,publisher,APP,178,178,1.31
2025-02-10,Beeswax,Vesta Stream,527726,SOVRN Direct - All TREE,publisher,CTV,124,124,1.78
2025-02-10,Centro,Amagi,499619,Centro - West In East,publisher,APP,43,43,0.19
2025-02-10,Xandr,"Data Sales Services, Inc.",518584,SOVRN Direct - All - Sequoia,publisher,APP,16,16,0.04
2025-02-10,The Trade Desk,Activision Blizzard Media,534985,SOVRN - Direct Pubs - No Throttle,publisher,CTV,17,17,0.05
2025-02-10,Edge226,Play Works Ltd,517910,CTV Direct (Edge Direct EP),publisher,CTV,57,57,0.69
2025-02-10,Magnite,Amagi Ads Plus,500389,TAM DIRECT - Mobile In-App - TREE,publisher,APP,63,63,0.83
2025-02-10,Xandr,TCL,466180,SOVRN Direct - All - Sequoia,publisher,CTV,14,14,0.19
2025-02-10,Centro,Haystack TV,470630,SOVRN Direct - TREE,publisher,CTV,30,30,0.58
2025-02-10,Centro,WotchoTV,514064,Centro - West In East,publisher,CTV,16,16,0.23
2025-02-10,PubMatic,Haystack TV,470630,SOVRN Direct - No Shaping,publisher,CTV,6,6,0.12
2025-02-10,Sovrn,Simple Bros,516644,TEST Evan Dev To Phantom,publisher,APP,4,4,0.0
2025-02-10,Beeswax,"Data Sales Services, Inc.",518584,SOVRN Direct - All TREE,publisher,APP,16,16,0.03
2025-02-10,Centro,Graham Media Group,227590,Centro - West In East,publisher,APP,8,8,0.05
2025-02-10,Edge226,"Vizio, Inc.",472819,CTV Direct (Edge Direct EP),publisher,CTV,3,3,0.05
2025-02-10,Krush Media,Funtech,506272,TTL Test - In-App Banner,publisher,APP,6,6,0.0
2025-02-10,Simpli.fi,BLOX Digital ,49932,SOVRN Direct All - Sequoia,publisher,APP,1,1,0.01
2025-02-10,Magnite,Funtech,506272,TAM DIRECT - Mobile In-App - TREE,publisher,APP,20,20,0.01
2025-02-10,Centro,47 Samurai,448926,Centro - West In East,publisher,OTHER,1,1,0.0
2025-02-10,Centro,LG Ads Plus,491414,ADD NEW PUBLISHERS HERE - TREE,publisher,APP,3,3,0.04
2025-02-10,Beeswax,Trusted Media Brands,515314,High Prio ISO - TREE,publisher,APP,8,8,0.05
2025-02-10,Simpli.fi,47 Samurai,448926,SOVRN Direct All - Sequoia,publisher,APP,6,6,0.03
2025-02-10,Centro,Haystack TV,470630,Centro - West In East,publisher,CTV,6,6,0.12
2025-02-10,Centro,The Slate Group,265031,Centro - West In East,publisher,APP,1,1,0.0
2025-02-10,Equativ,Vid20,467350,SOVRN Direct - CTV Only TREE,publisher,CTV,3,3,0.05
2025-02-10,Epom Services,"Data Sales Services, Inc.",518584,SOVRN Direct All,publisher,APP,2,2,0.0
2025-02-10,Centro,Ookla,235106,ADD NEW PUBLISHERS HERE - TREE,publisher,APP,9,9,0.01
2025-02-10,OpenX,Ookla,235106,SOVRN Direct Mobile App - Sequoia,publisher,APP,5,5,0.01
2025-02-10,Simpli.fi,"Data Sales Services, Inc.",518584,SOVRN Direct All - Sequoia,publisher,APP,6,6,0.01
2025-02-10,TaurusX,Microsoft Casual Games,475391,Mobile App - Tree,publisher,APP,7,7,0.01
2025-02-10,Centro,Sportsgrid,521464,ADD NEW PUBLISHERS HERE - TREE,publisher,CTV,2,2,0.03
2025-02-10,OpenX,Amagi Ads Plus,500389,SOVRN Direct Mobile App - Sequoia,publisher,APP,1,1,0.0
2025-02-10,The Trade Desk,Haystack TV,470630,SOVRN - Direct Pubs - No Throttle,publisher,APP,4,4,0.08
2025-02-10,Krush Media,Coneckt CTV,503680,TTL Test - In-App Video,publisher,APP,1,1,0.01
2025-02-10,MediaForce,Funtech,506272,SOVRN Direct - ALL Mobile,publisher,APP,1,1,0.0
2025-02-10,The Trade Desk,A+E Networks,504679,SOVRN - Direct Pubs - No Throttle,publisher,DESKTOP,1,1,0.02
2025-02-10,Simpli.fi,Graham Media Group,227590,SOVRN Direct All - Sequoia,publisher,DESKTOP,4,4,0.02
2025-02-10,DV360,Sky UK,273340,SOVRN Direct Non-CTV - No Throttle,publisher,APP,1,1,0.0
2025-02-10,DV360,Coneckt CTV,503680,SOVRN Direct Non-CTV - No Throttle,publisher,DESKTOP,1,1,0.01
2025-02-10,Centro,Vizio Audience Connect,476409,Centro - West In East,publisher,CTV,1,1,0.02
2025-02-10,Krush Media,Twist Digital,271355,CTV - SOVRN Direct All - Tree,publisher,CTV,1,1,0.01
2025-02-10,DV360,MobileFuse,452742,CTV Indirect - Sequoia,exchange,APP,465022,465022,252.79
