date_only,bidder_name,pub_name,pub_id,endpoint,pub_type,device_type,auctions,impressions,spend
2025-02-10,DV360,Zynga Inc,513693,SOVRN Direct Non-CTV - No Throttle,publisher,APP,53638,53638,14.1
2025-02-10,Xandr,OnCore Digitial Inc.,253233,OnCore ISO,publisher,CTV,30163,30163,112.38
2025-02-10,TaurusX,The Brave,273050,Mobile App - Tree,publisher,APP,7042,7042,5.28
2025-02-10,Krush Media,Multimerica Media,512220,CTV - Priority Bundles,publisher,CTV,35027,35027,323.74
2025-02-10,The Trade Desk,Paramount,205858,SOVRN - Direct Pubs - No Throttle,publisher,APP,32013,32013,39.5
2025-02-10,Equativ,TCL,466180,SOVRN Direct - CTV Only TREE,publisher,CTV,7682,7682,87.56
2025-02-10,Madhive,47 Samurai,448926,SOVRN Direct ALLOWLIST - Disable Throttle,publisher,CTV,81623,81623,287.18
2025-02-10,BidSwitch,Griffin News,523907,SOVRN Direct - TREE,publisher,CTV,209,209,1.95
2025-02-10,The Trade Desk,Fox News,492131,Non-CTV Devices - Floor Markup 25%,publisher,OTHER,4388,4388,3.82
2025-02-10,Equativ,Zynga Inc,513693,In-App Direct TREE,publisher,APP,10662,10662,1.33
2025-02-10,DV360,Microsoft Casual Games,475391,SOVRN Direct Non-CTV - No Throttle,publisher,APP,5742,5742,1.41
2025-02-10,Epsilon,SportX,512157,Epsilon Sovrn Direct - Sequoia,publisher,CTV,3068,3068,35.69
2025-02-10,PubMatic,Wurl,470485,SOVRN Direct - TREE SPLINE,publisher,CTV,2277,2277,43.2
2025-02-10,UnrulyX,Graham Media Group,227590,SOVRN - Direct All - TREE,publisher,APP,251,251,0.1
2025-02-10,Motorik,Aloha-ads,523648,SOVRN Direct All - Sequoia,publisher,APP,309,309,0.66
2025-02-10,The Trade Desk,Microsoft Casual Games,475391,SOVRN - Direct Pubs - No Throttle,publisher,DESKTOP,1764,1764,1.14
2025-02-10,Centro,The Brave,273050,Centro - West In East,publisher,APP,1979,1979,2.22
2025-02-10,Simpli.fi,Fox News,492131,High Prio ISO,publisher,OTHER,207,207,0.28
2025-02-10,Centro,A+E Networks,504679,Centro - West In East,publisher,CTV,60,60,1.38
2025-02-10,Epom Services,Quizlet,264549,SOVRN Direct All,publisher,APP,48,48,0.02
2025-02-10,Centro,Tegna,257772,SOVRN Direct - TREE,publisher,CTV,219,219,1.74
2025-02-10,Xandr,Multimerica Media,512220,SOVRN Direct - All - Sequoia,publisher,CTV,25,25,0.36
2025-02-10,Equativ,Future Today,444732,SOVRN Direct - CTV Only TREE,publisher,CTV,60,60,1.1
2025-02-10,Simpli.fi,Syncbak,466272,High Prio ISO,publisher,DESKTOP,177,177,1.2
2025-02-10,Xandr,Tvisionary,501771,SOVRN Direct - All - Sequoia,publisher,APP,216,216,0.58
2025-02-10,Simpli.fi,WotchoTV,514064,CTV Direct Banner & Video,publisher,CTV,274,274,3.96
2025-02-10,Centro,"Vizio, Inc.",472819,Centro - West In East,publisher,CTV,56,56,0.93
2025-02-10,Centro,Syncbak,466272,Centro - West In East,publisher,APP,153,153,1.25
2025-02-10,UnrulyX,Nexstar Media Group,262877,SOVRN - Direct All - TREE,publisher,APP,238,238,0.2
2025-02-10,Madhive,47 Samurai,448926,SOVRN Direct ALLOWLIST - Disable Throttle,publisher,DESKTOP,124,124,0.44
2025-02-10,UnrulyX,Weatherbug TAM,513394,SOVRN - Direct All - TREE,publisher,APP,135,135,0.17
2025-02-10,Beeswax,DailyMail Online,99835,SOVRN Direct - All TREE,publisher,APP,277,277,0.29
2025-02-10,Equativ,Play Works Ltd,517910,SOVRN Direct - CTV Only TREE,publisher,CTV,287,287,3.18
2025-02-10,Beeswax,Amagi,499619,SOVRN Direct - All Mobile - Fillrate,publisher,APP,54,54,0.62
2025-02-10,Centro,LG Ad Solutions,489566,SOVRN Direct - TREE,publisher,CTV,374,374,5.14
2025-02-10,Simpli.fi,47 Samurai,448926,CTV Direct Banner & Video,publisher,OTHER,3,3,0.02
2025-02-10,The Trade Desk,Barstool Sports,241659,SOVRN - Direct Pubs - No Throttle,publisher,DESKTOP,82,82,0.11
2025-02-10,Xandr,Wurl,470485,SOVRN Direct - All - Sequoia,publisher,CTV,49,49,1.1
2025-02-10,Epsilon,Vid20,467350,Epsilon Sovrn Direct - Sequoia,publisher,CTV,3,3,0.04
2025-02-10,The Trade Desk,Sinclair Media Group,472580,SOVRN - Direct Pubs - No Throttle,publisher,APP,9,9,0.07
2025-02-10,Beeswax,Twist Digital,271355,SOVRN Direct - All TREE,publisher,APP,18,18,0.06
2025-02-10,Illumin,A+E Networks,504679,SOVRN Direct - CTV,publisher,CTV,18,18,0.35
2025-02-10,Centro,"ODK Media, Inc.",197688,ADD NEW PUBLISHERS HERE - TREE,publisher,APP,25,25,0.09
2025-02-10,RTB House,VarageSale,55349,SOVRN Direct - All - Tree,publisher,APP,9,9,0.0
2025-02-10,Xandr,Taiv,512531,SOVRN Direct - All - Sequoia,publisher,CTV,3,3,0.05
2025-02-10,Centro,A+E Networks,504679,Centro - West In East,publisher,APP,4,4,0.08
2025-02-10,Xandr,Haystack TV,470630,SOVRN Direct - All - Sequoia,publisher,CTV,2,2,0.1
2025-02-10,Beeswax,SportX,512157,SOVRN Direct - All TREE,publisher,APP,5,5,0.04
2025-02-10,Edge226,Activision Blizzard Media,534985,SSP (Dauup) IA EP - Publishers,publisher,APP,4,4,0.01
2025-02-10,Epom Services,TCL,466180,Exchange - No Throttle Mike Test,publisher,CTV,2,2,0.02
2025-02-10,Sovrn,Tegna,257772,TEST Evan Dev To Phantom,publisher,APP,2,2,0.0
2025-02-10,The Trade Desk,The Slate Group,265031,SOVRN - Direct Pubs - No Throttle,publisher,APP,3,3,0.0
2025-02-10,Edge226,Trusted Media Brands,515314,CTV Direct (Edge Direct EP),publisher,CTV,5,5,0.03
2025-02-10,Epom Services,Microsoft Casual Games,475391,SOVRN Direct All,publisher,APP,7,7,0.01
2025-02-10,Beeswax,Vuukle,246770,SOVRN Direct - All TREE,publisher,CTV,2,2,0.04
2025-02-10,Centro,"ODK Media, Inc.",197688,ADD NEW PUBLISHERS HERE - TREE,publisher,CTV,4,4,0.05
2025-02-10,Madhive,Wurl,470485,SOVRN Direct ALLOWLIST - Disable Throttle,publisher,DESKTOP,1,1,0.02
2025-02-10,Madhive,Graham Media Group,227590,SOVRN Direct ALLOWLIST - Disable Throttle,publisher,DESKTOP,1,1,0.0
2025-02-10,Motorik,Merriam-Wesbter,83744,SOVRN Direct All - Sequoia,publisher,APP,2,2,0.01
2025-02-10,Centro,Trinity Broadcasting Network,523838,Centro - West In East,publisher,APP,1,1,0.01
2025-02-10,Edge226,Coneckt CTV,503680,CTV Direct (Edge Direct EP),publisher,CTV,1,1,0.01
2025-02-10,DV360,Mycast,512006,SOVRN Direct Non-CTV - No Throttle,publisher,APP,24269,24269,54.54
2025-02-10,Beeswax,Paramount,205858,High Prio ISO - TREE,publisher,APP,550,550,1.25
2025-02-10,Equativ,LG Ad Solutions,489566,SOVRN Direct - CTV Only TREE,publisher,CTV,12443,12443,116.57
2025-02-10,Beeswax,Amagi,499619,SOVRN Direct - All TREE,publisher,CTV,823,823,11.95
2025-02-10,Epsilon,Amagi Ads Plus,500389,Epsilon Sovrn Direct - Sequoia,publisher,CTV,20307,20307,301.4
2025-02-10,UnrulyX,Motorik,533827,SOVRN - Direct All - TREE,publisher,APP,6315,6315,0.85
2025-02-10,Simpli.fi,Paramount,205858,SOVRN Direct All - Sequoia,publisher,APP,17266,17266,29.53
2025-02-10,Edge226,Aloha-ads,523648,SSP (Dauup) IA EP - Publishers,publisher,APP,38808,38808,112.96
2025-02-10,Magnite,TCL,466180,TAM DIRECT - Mobile In-App - TREE,publisher,APP,2737,2737,34.14
2025-02-10,Krush Media,47 Samurai,448926,CTV - SOVRN Direct All - Tree,publisher,CTV,7290,7290,30.09
2025-02-10,Simpli.fi,Quizlet,264549,SOVRN Direct All - Sequoia,publisher,APP,988,988,1.52
2025-02-10,PubMatic,Trusted Media Brands,515314,SOVRN Direct - No Shaping,publisher,CTV,1083,1083,6.36
2025-02-10,PulsePoint,Simple Bros,516644,In-App Direct (Life Demand),publisher,APP,548,548,0.36
2025-02-10,Equativ,Tegna,257772,SOVRN Direct - CTV Only TREE,publisher,CTV,4875,4875,26.63
2025-02-10,Equativ,Tegna,257772,In-App Direct TREE,publisher,APP,3544,3544,1.59
2025-02-10,Beeswax,47 Samurai,448926,SOVRN Direct - All CTV - RPM,publisher,CTV,717,717,4.23
2025-02-10,Centro,Funtech,506272,Centro - West In East,publisher,APP,1262,1262,1.54
2025-02-10,The Trade Desk,A+E Networks,504679,SOVRN - Direct Pubs - No Throttle,publisher,APP,47,47,0.94
2025-02-10,Epom Services,Tvisionary,501771,SOVRN Direct All,publisher,APP,475,475,0.4
2025-02-10,Xandr,Coneckt CTV,503680,SOVRN Direct - All - Sequoia,publisher,CTV,305,305,1.98
2025-02-10,Beeswax,Play Works Ltd,517910,SOVRN Direct - All TREE,publisher,CTV,213,213,3.17
2025-02-10,Beeswax,"Telly, Inc.",512853,SOVRN Direct - All TREE,publisher,CTV,1195,1195,7.87
2025-02-10,Beeswax,Frndly TV,486093,High Prio ISO - TREE,publisher,CTV,447,447,6.82
2025-02-10,Beeswax,BLOX Digital ,49932,SOVRN Direct - All TREE,publisher,CTV,302,302,2.52
2025-02-10,Krush Media,Nexstar Media Group,262877,TTL Test - In-App Banner,publisher,APP,30,30,0.05
2025-02-10,RTB House,Fox News,492131,High Prio ISO,publisher,APP,46,46,0.13
2025-02-10,Krush Media,Mycast,512006,Mobile App - Priority Bundles,publisher,APP,32,32,0.04
2025-02-10,RTB House,Flipboard,543104,SOVRN Direct - All - Tree,publisher,APP,152,152,0.52
2025-02-10,Magnite,OnCore Digitial Inc.,253233,TAM DIRECT - Mobile In-App - TREE,publisher,APP,5,5,0.02
2025-02-10,Xandr,Tegna,257772,SOVRN Direct - All - Sequoia,publisher,APP,163,163,0.17
2025-02-10,Beeswax,Weatherbug TAM,513394,SOVRN Direct - All Mobile - Fillrate,publisher,APP,316,316,0.34
2025-02-10,Krush Media,Coneckt CTV,503680,CTV - Priority Bundles,publisher,CTV,43,43,0.56
2025-02-10,Simpli.fi,Amagi Ads Plus,500389,SOVRN Direct All - Sequoia,publisher,APP,57,57,0.31
2025-02-10,BidSwitch,Ookla,235106,SOVRN Direct - TREE,publisher,APP,34,34,0.02
2025-02-10,Motorik,Paramount,205858,SOVRN Direct All - Sequoia,publisher,APP,12,12,0.05
2025-02-10,TaurusX,DailyMail Online,99835,Mobile App - Tree,publisher,APP,102,102,0.35
2025-02-10,Centro,Syncbak,466272,Centro - West In East,publisher,CTV,146,146,2.13
2025-02-10,Centro,Sportsgrid,521464,Centro - West In East,publisher,CTV,12,12,0.13
2025-02-10,UnrulyX,Coneckt CTV,503680,SOVRN - Direct All - TREE,publisher,APP,12,12,0.12
2025-02-10,Beeswax,Aloha-ads,523648,SOVRN Direct - All Mobile - Fillrate,publisher,APP,74,74,0.18
2025-02-10,Epom Services,Paramount,205858,SOVRN Direct All,publisher,APP,8,8,0.01
2025-02-10,Beeswax,LG Ad Solutions,489566,SOVRN Direct - All CTV - RPM,publisher,CTV,53,53,0.62
2025-02-10,Edge226,"ODK Media, Inc.",197688,CTV Direct (Edge Direct EP),publisher,CTV,39,39,0.47
2025-02-10,Centro,StashTV,526543,Centro - West In East,publisher,CTV,48,48,0.64
2025-02-10,Beeswax,Graham Media Group,227590,SOVRN Direct - All CTV - RPM,publisher,CTV,8,8,0.06
2025-02-10,MediaForce,Fox News,492131,SOVRN Direct - ALL Mobile,publisher,APP,5,5,0.0
2025-02-10,Xandr,Smartivi,480816,SOVRN Direct - All - Sequoia,publisher,APP,13,13,0.08
2025-02-10,Beeswax,Twist Digital,271355,SOVRN Direct - All Mobile - Fillrate,publisher,APP,13,13,0.05
2025-02-10,OpenX,Activision Blizzard Media,534985,SOVRN Direct Mobile App - Sequoia,publisher,APP,2,2,0.0
2025-02-10,UnrulyX,Video Elephant,517221,SOVRN - Direct All - TREE,publisher,APP,5,5,0.01
2025-02-10,Centro,Amagi Ads Plus,500389,ADD NEW PUBLISHERS HERE - TREE,publisher,DESKTOP,16,16,0.14
2025-02-10,BidSwitch,Gusto TV,536423,SOVRN Direct - TREE,publisher,CTV,2,2,0.02
2025-02-10,Beeswax,Trinity Broadcasting Network,523838,SOVRN Direct - All TREE,publisher,CTV,1,1,0.01
2025-02-10,PulsePoint,The Brave,273050,In-App Direct (Life Demand),publisher,APP,13,13,0.01
2025-02-10,The Trade Desk,Griffin News,523907,SOVRN - Direct Pubs - No Throttle,publisher,APP,1,1,0.01
2025-02-10,Krush Media,Flipboard,543104,TTL Test - In-App Banner,publisher,APP,1,1,0.0
2025-02-10,Equativ,Syncbak,466272,In-App Direct TREE,publisher,APP,1,1,0.01
2025-02-10,Beeswax,"My Code Media, Inc.",232757,SOVRN Direct - All CTV - RPM,publisher,CTV,2,2,0.03
2025-02-10,Centro,WotchoTV,514064,ADD NEW PUBLISHERS HERE - TREE,publisher,CTV,4,4,0.06
2025-02-10,BidSwitch,Trusted Media Brands,515314,SOVRN - High Priority,publisher,CTV,1,1,0.01
2025-02-10,Sovrn,TCL,466180,TEST Evan Dev To Phantom,publisher,CTV,3,3,0.04
2025-02-10,Krush Media,Weatherbug TAM,513394,TTL Test - In-App Banner,publisher,APP,2,2,0.01
2025-02-10,Centro,OTT Studio,381748,Centro - West In East,publisher,CTV,1,1,0.01
2025-02-10,Beeswax,Twist Digital,271355,SOVRN Direct - All TREE,publisher,CTV,1,1,0.02
2025-02-10,RTB House,Twist Digital,271355,SOVRN Direct - All - Tree,publisher,APP,1,1,0.0
2025-02-10,OpenX,Zynga Inc,513693,SOVRN Direct Mobile App - Sequoia,publisher,APP,280076,280076,22.55
2025-02-10,OpenX,Mycast,512006,SOVRN Direct Mobile App - Sequoia,publisher,APP,64385,64385,100.26
2025-02-10,Krush Media,Dailymail Prebid,257541,TTL Test - In-App Banner,publisher,APP,212457,212457,60.2
2025-02-10,Edge226,Filmzie,503709,CTV Direct (Edge Direct EP),publisher,CTV,2720,2720,23.34
2025-02-10,Centro,Amagi Ads Plus,500389,Centro - West In East,publisher,CTV,7613,7613,69.75
2025-02-10,The Trade Desk,TCL,466180,SOVRN - Direct Pubs - No Throttle,publisher,CTV,69659,69659,782.43
2025-02-10,Krush Media,Amagi Ads Plus,500389,CTV - SOVRN Direct All - Tree,publisher,CTV,244,244,2.05
2025-02-10,The Trade Desk,Syncbak,466272,SOVRN - Direct Pubs - No Throttle,publisher,DESKTOP,14285,14285,80.23
2025-02-10,Madhive,BLOX Digital ,49932,SOVRN Direct ALLOWLIST - Disable Throttle,publisher,CTV,4174,4174,26.58
2025-02-10,MediaForce,Dailymail Prebid,257541,SOVRN Direct - ALL Mobile,publisher,APP,6282,6282,1.16
2025-02-10,PubMatic,Tegna,257772,TAM MOBILE APP 137711 - TREE (fill),publisher,APP,1379,1379,2.26
2025-02-10,Opera Bidder,Tvisionary,501771,SOVRN Direct - Mobile App TREE,publisher,APP,595,595,1.49
2025-02-10,DV360,Tvisionary,501771,SOVRN Direct Non-CTV - No Throttle,publisher,APP,1125,1125,5.34
2025-02-10,Madhive,Sportsgrid,521464,SOVRN Direct ALLOWLIST - Disable Throttle,publisher,CTV,200,200,2.11
2025-02-10,Equativ,Paramount,205858,In-App Direct TREE,publisher,APP,332,332,0.54
2025-02-10,BidSwitch,My-cast,512007,SOVRN Direct - TREE,publisher,CTV,2842,2842,11.67
2025-02-10,Madhive,Sinclair Media Group,472580,High Impact Pub ISO,publisher,CTV,804,804,6.57
2025-02-10,The Trade Desk,Trusted Media Brands,515314,SOVRN - Direct Pubs - No Throttle,publisher,CTV,419,419,2.42
2025-02-10,Beeswax,"Telly, Inc.",512853,SOVRN Direct - All CTV - RPM,publisher,CTV,471,471,3.35
2025-02-10,Centro,Tvisionary,501771,ADD NEW PUBLISHERS HERE - TREE,publisher,APP,603,603,1.54
2025-02-10,Beeswax,Taiv,512531,SOVRN Direct - All TREE,publisher,CTV,206,206,1.54
2025-02-10,Madhive,A+E Networks,504679,High Impact Pub ISO,publisher,CTV,78,78,1.56
2025-02-10,Beeswax,Sportsgrid,521464,SOVRN Direct - All TREE,publisher,CTV,10,10,0.12
2025-02-10,Edge226,Tegna,257772,SSP (Dauup) IA EP - Publishers,publisher,APP,23,23,0.03
2025-02-10,Beeswax,Sinclair Media Group,472580,SOVRN Direct - All TREE,publisher,CTV,118,118,1.1
2025-02-10,Simpli.fi,LG Ad Solutions,489566,CTV Direct Banner & Video,publisher,CTV,508,508,6.63
2025-02-10,RTB House,Gimica,528455,SOVRN Direct - All - Tree,publisher,APP,355,355,0.24
2025-02-10,Equativ,Ookla,235106,In-App Direct TREE,publisher,APP,156,156,0.07
2025-02-10,Simpli.fi,Smartivi,480816,CTV Direct Banner & Video,publisher,CTV,119,119,2.17
2025-02-10,Centro,Amagi,499619,SOVRN Direct - TREE,publisher,APP,94,94,0.38
2025-02-10,Centro,Tegna,257772,Centro - West In East,publisher,APP,254,254,0.54
2025-02-10,DV360,Aloha-ads,523648,SOVRN Direct Non-CTV - No Throttle,publisher,APP,369,369,1.08
2025-02-10,Edge226,TCL,466180,CTV Direct (Edge Direct EP),publisher,CTV,110,110,1.28
2025-02-10,Equativ,Merriam-Wesbter,83744,In-App Direct TREE,publisher,APP,306,306,0.09
2025-02-10,Simpli.fi,A+E Networks,504679,CTV Direct Banner & Video,publisher,CTV,141,141,3.95
2025-02-10,Beeswax,Quizlet,264549,SOVRN Direct - All TREE,publisher,APP,203,203,0.12
2025-02-10,BidSwitch,Voise Tech,511365,SOVRN Direct - TREE,publisher,CTV,13,13,0.19
2025-02-10,UnrulyX,Iversoft,517763,SOVRN - Direct All - TREE,publisher,APP,110,110,0.06
2025-02-10,RTB House,Tvisionary,501771,SOVRN Direct - All - Tree,publisher,APP,48,48,0.39
2025-02-10,BidSwitch,Future Today,444732,SOVRN Direct - TREE,publisher,CTV,17,17,0.24
2025-02-10,UnrulyX,Gimica,528455,SOVRN - Direct All - TREE,publisher,APP,65,65,0.02
2025-02-10,Edge226,Tegna,257772,CTV Direct (Edge Direct EP),publisher,CTV,45,45,0.28
2025-02-10,Epom Services,Twist Digital,271355,SOVRN Direct All,publisher,APP,46,46,0.02
2025-02-10,Centro,Trusted Media Brands,515314,SOVRN Direct - TREE,publisher,APP,1,1,0.01
2025-02-10,Madhive,Barstool Sports,241659,SOVRN Direct ALLOWLIST - Disable Throttle,publisher,APP,28,28,0.06
2025-02-10,Motorik,Microsoft Casual Games,475391,SOVRN Direct All - Sequoia,publisher,APP,22,22,0.0
2025-02-10,Simpli.fi,Haystack TV,470630,CTV Direct Banner & Video,publisher,CTV,13,13,0.27
2025-02-10,Beeswax,Merriam-Wesbter,83744,SOVRN Direct - All TREE,publisher,APP,32,32,0.03
2025-02-10,Epom Services,Nexstar Media Group,262877,SOVRN Direct All,publisher,APP,4,4,0.0
2025-02-10,UnrulyX,Wurl,470485,SOVRN - Direct All - TREE,publisher,APP,6,6,0.1
2025-02-10,PulsePoint,"ODK Media, Inc.",197688,In-App Direct (Life Demand),publisher,APP,11,11,0.02
2025-02-10,DV360,Smartivi,480816,SOVRN Direct Non-CTV - No Throttle,publisher,APP,14,14,0.17
2025-02-10,Beeswax,Twist Digital,271355,SOVRN Direct - All CTV - RPM,publisher,CTV,3,3,0.06
2025-02-10,Krush Media,Amagi,499619,CTV - Priority Bundles,publisher,CTV,1,1,0.01
2025-02-10,DV360,Vid20,467350,SOVRN Direct CTV - Sequoia FUZZY,publisher,CTV,5,5,0.09
2025-02-10,Simpli.fi,LG Ads Plus,491414,SOVRN Direct All - Sequoia,publisher,APP,1,1,0.02
2025-02-10,Madhive,"Vizio, Inc.",472819,High Impact Pub ISO,publisher,DESKTOP,1,1,0.02
2025-02-10,Beeswax,Vizio Audience Connect,476409,SOVRN Direct - All CTV - RPM,publisher,CTV,5,5,0.07
2025-02-10,BidSwitch,"ODK Media, Inc.",197688,SOVRN Direct - TREE,publisher,APP,2,2,0.01
2025-02-10,Sovrn,Nexstar Media Group,262877,TEST Evan Dev To Phantom,publisher,APP,1,1,0.0
2025-02-10,Xandr,"ODK Media, Inc.",197688,SOVRN Direct - All - Sequoia,publisher,APP,7,7,0.02
2025-02-10,Xandr,Sinclair Media Group,472580,SOVRN Direct - All - Sequoia,publisher,CTV,3,3,0.02
2025-02-10,UnrulyX,Syncbak,466272,SOVRN - Direct All - TREE,publisher,OTHER,2,2,0.01
2025-02-10,Beeswax,OTT Studio,381748,SOVRN Direct - All CTV - RPM,publisher,CTV,1,1,0.01
2025-02-10,Krush Media,TCL,466180,TTL Test - In-App Video,publisher,APP,1,1,0.01
2025-02-10,Beeswax,Graham Media Group,227590,SOVRN Direct - All Mobile - Fillrate,publisher,APP,1,1,0.0
2025-02-10,BidSwitch,Vizio Audience Connect,476409,SOVRN Direct - TREE,publisher,CTV,1,1,0.02
2025-02-10,Motorik,Mycast,512006,SOVRN Direct All - Sequoia,publisher,APP,5885,5885,5.62
2025-02-10,PulsePoint,Mycast,512006,In-App Direct (Life Demand),publisher,APP,11494,11494,47.05
2025-02-10,Beeswax,OnCore Digitial Inc.,253233,SOVRN Direct - All TREE,publisher,CTV,49587,49587,416.63
2025-02-10,Sovrn,LG Ads Plus,491414,Sea Legs,publisher,CTV,21504,21504,350.05
2025-02-10,UnrulyX,Aloha-ads,523648,SOVRN - Direct All - TREE,publisher,APP,2949,2949,6.43
2025-02-10,Beeswax,Coneckt CTV,503680,SOVRN Direct - All TREE,publisher,CTV,247,247,3.74
2025-02-10,Centro,Future Today,444732,ISO - Relaxed Shaping - TREE,publisher,CTV,1842,1842,33.76
2025-02-10,PubMatic,Syncbak,466272,SOVRN Direct - No Shaping,publisher,CTV,3478,3478,37.58
2025-02-10,Madhive,MPW Digital,299507,SOVRN Direct ALLOWLIST - Disable Throttle,publisher,CTV,4856,4856,73.04
2025-02-10,Centro,Funcorp,413865,Centro - West In East,publisher,APP,479,479,0.46
2025-02-10,PubMatic,Merriam-Wesbter,83744,TAM MOBILE APP 137711 - TREE (fill),publisher,APP,5087,5087,12.33
2025-02-10,PubMatic,Frndly TV,486093,SOVRN Direct - No Shaping,publisher,CTV,949,949,12.85
2025-02-10,OpenX,Nexstar Media Group,262877,SOVRN Direct Mobile App - Sequoia,publisher,APP,209,209,0.16
2025-02-10,DV360,Merriam-Wesbter,83744,SOVRN Direct Non-CTV - No Throttle,publisher,APP,584,584,0.06
2025-02-10,Beeswax,Tvisionary,501771,SOVRN Direct - All TREE,publisher,CTV,230,230,3.41
2025-02-10,Beeswax,Gimica,528455,SOVRN Direct - All TREE,publisher,APP,804,804,0.91
2025-02-10,UnrulyX,Amagi Ads Plus,500389,SOVRN - Direct All - TREE,publisher,APP,112,112,0.42
2025-02-10,Beeswax,"Vizio, Inc.",472819,High Prio ISO - TREE,publisher,CTV,678,678,11.42
2025-02-10,Motorik,Fox News,492131,SOVRN Direct All - Sequoia,publisher,APP,71,71,0.12
2025-02-10,Centro,Paramount,205858,ADD NEW PUBLISHERS HERE - TREE,publisher,APP,168,168,0.39
2025-02-10,DV360,Aloha-ads,523648,SOVRN Direct CTV - Sequoia FUZZY,publisher,CTV,45,45,0.33
2025-02-10,OpenX,Aloha-ads,523648,SOVRN Direct Mobile App - Sequoia,publisher,APP,1146,1146,2.07
2025-02-10,Illumin,"Vizio, Inc.",472819,SOVRN Direct - CTV,publisher,CTV,420,420,8.21
2025-02-10,Equativ,A+E Networks,504679,SOVRN Direct - CTV Only TREE,publisher,CTV,2,2,0.04
2025-02-10,OpenX,Gimica,528455,SOVRN Direct Mobile App - Sequoia,publisher,APP,69,69,0.02
2025-02-10,Equativ,Frndly TV,486093,SOVRN Direct - CTV Only TREE,publisher,CTV,115,115,1.35
2025-02-10,Krush Media,Mycast,512006,Mobile App - SOVRN Direct All - Tree,publisher,APP,287,287,0.43
2025-02-10,BidSwitch,TCL,466180,SOVRN Direct - TREE,publisher,CTV,82,82,0.99
2025-02-10,Xandr,Activision Blizzard Media,534985,SOVRN Direct - All - Sequoia,publisher,APP,105,105,0.26
2025-02-10,OpenX,TCL,466180,SOVRN Direct Mobile App - Sequoia,publisher,APP,55,55,0.59
2025-02-10,Opera Bidder,Tegna,257772,SOVRN Direct - CTV TREE,publisher,CTV,54,54,0.3
2025-02-10,DV360,"ODK Media, Inc.",197688,SOVRN Direct Non-CTV - No Throttle,publisher,APP,20,20,0.11
2025-02-10,Krush Media,Quizlet,264549,Mobile App - SOVRN Direct All - Tree,publisher,APP,3,3,0.0
2025-02-10,PubMatic,"ODK Media, Inc.",197688,SOVRN Direct - No Shaping,publisher,CTV,38,38,0.55
2025-02-10,Motorik,Quizlet,264549,EU SOVRN Direct All,publisher,APP,71,71,0.01
2025-02-10,Beeswax,Microsoft Casual Games,475391,High Prio ISO - TREE,publisher,APP,120,120,0.11
2025-02-10,Opera Bidder,Microsoft Casual Games,475391,SOVRN Direct - Mobile App TREE,publisher,APP,67,67,0.11
2025-02-10,The Trade Desk,Trusted Media Brands,515314,SOVRN - Direct Pubs - No Throttle,publisher,APP,44,44,0.3
2025-02-10,Beeswax,"ODK Media, Inc.",197688,SOVRN Direct - All CTV - RPM,publisher,CTV,4,4,0.05
2025-02-10,RTB House,"ODK Media, Inc.",197688,SOVRN Direct - All - Tree,publisher,APP,4,4,0.01
2025-02-10,UnrulyX,GateHouse Media,293450,SOVRN - Direct All - TREE,publisher,APP,51,51,0.05
2025-02-10,Epsilon,Voise Tech,511365,Epsilon Sovrn Direct - Sequoia,publisher,CTV,22,22,0.31
2025-02-10,Krush Media,The Brave,273050,TTL Test - In-App Video,publisher,APP,45,45,0.23
2025-02-10,Krush Media,Voise Tech,511365,CTV - Priority Bundles,publisher,CTV,3,3,0.04
2025-02-10,Madhive,Video Elephant,517221,SOVRN Direct ALLOWLIST - Disable Throttle,publisher,APP,15,15,0.04
2025-02-10,Opera Bidder,Ookla,235106,SOVRN Direct - Mobile App TREE,publisher,APP,20,20,0.07
2025-02-10,Motorik,GateHouse Media,293450,SOVRN Direct All - Sequoia,publisher,APP,6,6,0.02
2025-02-10,Edge226,Quizlet,264549,SSP (Dauup) IA EP - Publishers,publisher,APP,41,41,0.01
2025-02-10,RTB House,Mycast,512006,SOVRN Direct - All - Tree,publisher,APP,42,42,0.4
2025-02-10,Krush Media,SportX,512157,CTV - Priority Bundles,publisher,CTV,4,4,0.05
2025-02-10,Sovrn,The Brave,273050,TEST Evan Dev To Phantom,publisher,APP,18,18,0.02
2025-02-10,The Trade Desk,LG Ad Solutions,489566,SOVRN - Direct Pubs - No Throttle,publisher,DESKTOP,1,1,0.01
2025-02-10,Beeswax,Griffin News,523907,SOVRN Direct - All CTV - RPM,publisher,CTV,2,2,0.02
2025-02-10,Beeswax,LG Ads Plus,491414,SOVRN Direct - All TREE,publisher,APP,2,2,0.03
2025-02-10,Krush Media,Syncbak,466272,Mobile App - SOVRN Direct All - Tree,publisher,APP,9,9,0.06
2025-02-10,Centro,BLOX Digital ,49932,ADD NEW PUBLISHERS HERE - TREE,publisher,CTV,4,4,0.03
2025-02-10,Beeswax,Voise Tech,511365,SOVRN Direct - All CTV - RPM,publisher,CTV,2,2,0.03
2025-02-10,Krush Media,Graham Media Group,227590,Mobile App - SOVRN Direct All - Tree,publisher,APP,3,3,0.01
2025-02-10,Krush Media,Iversoft,517763,TTL Test - In-App Banner,publisher,APP,1,1,0.0
2025-02-10,Opera Bidder,Funtech,506272,SOVRN Direct - Mobile App TREE,publisher,APP,2,2,0.0
